Date,Stock Price,Equity REIT Price,diff_stockprice,diff_Equity REIT Price,,,,,S&P 100
"May 1, 2000",1420.60,243.549408,34.00,0.957352,,,141.21 ,140.04 ,761.549988
"June 1, 2000",1454.60,247.662544,-23.77,4.113136,,,142.63 ,140.97 ,790.25
"July 1, 2000",1430.83,268.290631,86.85,20.628087,,,143.32 ,141.71 ,782.640015
"August 1, 2000",1517.68,255.962913,-81.17,-12.327718,,,143.81 ,142.30 ,827.409973
"September 1, 2000",1436.51,261.699129,-7.11,5.736216,,,144.39 ,143.17 ,759.830017
"October 1, 2000",1429.40,249.200475,-114.45,-12.498654,,,144.92 ,143.99 ,750.929993
"November 1, 2000",1314.95,251.035159,5.33,1.834684,,,145.38 ,144.87 ,697.280029
"December 1, 2000",1320.28,264.902647,45.73,13.867488,,,145.79 ,145.70 ,686.450012
"January 1, 2001",1366.01,266.870675,-126.07,1.968028,,,146.47 ,146.65 ,715.200012
"February 1, 2001",1239.94,261.200666,-79.61,-5.670009,,,147.40 ,147.65 ,640.710022
"March 1, 2001",1160.33,261.476401,89.13,0.275735,,,148.78 ,148.47 ,591.630005
"April 1, 2001",1249.46,266.563385,6.36,5.086984,,,150.00 ,149.29 ,645.469971
"May 1, 2001",1255.82,271.415258,-31.44,4.851873,,,151.21 ,149.96 ,646.22998
"June 1, 2001",1224.38,285.2214,-13.15,13.806142,,,152.47 ,150.68 ,632.02002
"July 1, 2001",1211.23,278.095638,-77.65,-7.125762,,,153.33 ,151.56 ,622.159973
"August 1, 2001",1133.58,286.585674,-92.64,8.490036,,,153.92 ,152.28 ,577.400024
"September 1, 2001",1040.94,272.531668,18.84,-14.054006,,,154.49 ,153.11 ,533.099976
"October 1, 2001",1059.78,263.526792,79.67,-9.004876,,,155.05 ,154.00 ,544.429993
"November 1, 2001",1139.45,276.566205,8.63,13.039413,,,155.02 ,154.47 ,584.799988
"December 1, 2001",1148.08,280.396436,-17.88,3.830231,,,155.58 ,155.48 ,584.280029
"January 1, 2002",1130.20,279.90071,-23.47,-0.495726,,,156.15 ,156.40 ,573.48999
"February 1, 2002",1106.73,283.968987,40.66,4.068277,,,157.02 ,157.31 ,562.409973
"March 1, 2002",1147.39,298.821724,-70.47,14.852737,,,158.59 ,158.29 ,577.869995
"April 1, 2002",1076.92,300.368831,-9.78,1.547107,,,159.92 ,159.18 ,532.400024
"May 1, 2002",1067.14,302.616917,-77.32,2.248086,,,161.63 ,160.27 ,529.200012
"June 1, 2002",989.82,308.69182,-78.20,6.074903,,,163.17 ,161.25 ,490.119995
"July 1, 2002",911.62,291.528727,4.45,-17.163093,,,164.23 ,162.28 ,458.869995
"August 1, 2002",916.07,289.188109,-100.79,-2.340618,,,165.16 ,163.34 ,460.799988
"September 1, 2002",815.28,275.988778,70.48,-13.199331,,,165.93 ,164.37 ,407.25
"October 1, 2002",885.76,261.690433,50.55,-14.298345,,,166.64 ,165.47 ,451.200012
"November 1, 2002",936.31,272.099778,-56.49,10.409345,,,167.06 ,166.46 ,478.850006
"December 1, 2002",879.82,271.657536,-24.12,-0.442242,,,167.72 ,167.62 ,444.75
"January 1, 2003",855.70,262.913148,-14.55,-8.744388,,,168.27 ,168.65 ,432.570007
"February 1, 2003",841.15,265.735517,7.03,2.822369,,,169.36 ,169.71 ,425.359985
"March 1, 2003",848.18,268.69558,68.74,2.960063,,,170.61 ,170.32 ,429.130005
"April 1, 2003",916.92,279.551866,46.67,10.856286,,,172.16 ,171.36 ,465.529999
"May 1, 2003",963.59,294.695237,10.91,15.143371,,,173.83 ,172.29 ,483.200012
"June 1, 2003",974.50,298.975539,15.81,4.280302,,,175.23 ,173.12 ,490.390015
"July 1, 2003",990.31,313.727735,17.70,14.752196,,,176.57 ,174.43 ,499.269989
"August 1, 2003",1008.01,313.94116,-12.04,0.213425,,,177.70 ,175.69 ,503.359985
"September 1, 2003",995.97,322.24767,54.74,8.30651,,,178.86 ,177.13 ,498.559998
"October 1, 2003",1050.71,326.901471,7.49,4.653801,,,179.43 ,178.18 ,519.97998
"November 1, 2003",1058.20,339.686966,53.72,12.785495,,,180.20 ,179.56 ,520.73999
"December 1, 2003",1111.92,349.021812,19.21,9.334846,,,181.10 ,181.03 ,550.780029
"January 1, 2004",1131.13,362.896485,13.81,13.874673,,,181.74 ,182.29 ,560.309998
"February 1, 2004",1144.94,367.860354,-18.73,4.963869,,,183.30 ,183.70 ,564.539978
"March 1, 2004",1126.21,385.869837,-18.91,18.009483,,,185.21 ,184.93 ,551.130005
"April 1, 2004",1107.30,328.469673,13.38,-57.400164,,,187.37 ,186.46 ,540.880005
"May 1, 2004",1120.68,350.374982,20.16,21.905309,,,190.03 ,188.24 ,545.130005
"June 1, 2004",1140.84,358.248,-39.12,7.873018,,,192.61 ,190.21 ,553.869995
"July 1, 2004",1101.72,358.260338,2.52,0.012338,,,194.22 ,191.82 ,537.669983
"August 1, 2004",1104.24,385.22844,10.34,26.968102,,,195.44 ,193.15 ,538.77002
"September 1, 2004",1114.58,382.691547,15.62,-2.536893,,,196.59 ,194.65 ,534.859985
"October 1, 2004",1130.20,401.911031,43.62,19.219484,,,197.43 ,196.07 ,540.650024
"November 1, 2004",1173.82,416.84284,38.10,14.931809,,,198.62 ,197.95 ,557.469971
"December 1, 2004",1211.92,434.013597,-30.65,17.170757,,,199.58 ,199.58 ,575.289978
"January 1, 2005",1181.27,396.798463,22.33,-37.215134,,,200.33 ,201.12 ,564.880005
"February 1, 2005",1203.60,407.412794,-23.01,10.614331,,,202.04 ,202.49 ,574.409973
"March 1, 2005",1180.59,398.73199,-23.74,-8.680804,,,204.88 ,204.60 ,561.830017
"April 1, 2005",1156.85,418.757187,34.65,20.025197,,,207.41 ,206.32 ,552.73999
"May 1, 2005",1191.50,431.565709,-0.17,12.808522,,,210.17 ,208.04 ,564.48999
"June 1, 2005",1191.33,450.868596,42.85,19.302887,,,212.63 ,209.82 ,558.070007
"July 1, 2005",1234.18,481.852732,-13.85,30.984136,,,214.61 ,211.89 ,572.590027
"August 1, 2005",1220.33,462.127733,8.48,-19.724999,,,216.14 ,213.49 ,564.280029
"September 1, 2005",1228.81,462.102203,-21.80,-0.02553,,,217.58 ,215.46 ,566.799988
"October 1, 2005",1207.01,449.938282,42.47,-12.163921,,,218.13 ,216.65 ,556.73999
"November 1, 2005",1249.48,466.816543,-1.19,16.878261,,,218.66 ,217.99 ,574.559998
"December 1, 2005",1248.29,462.981985,31.79,-3.834558,,,219.22 ,219.35 ,570
"January 1, 2006",1280.08,495.634501,0.58,32.652516,,,219.75 ,220.83 ,578.77002
"February 1, 2006",1280.66,502.49647,14.21,6.861969,,,220.74 ,221.24 ,580.820007
"March 1, 2006",1294.87,525.52,15.74,23.02353,,,222.43 ,222.19 ,587.75
"April 1, 2006",1310.61,504.7,-40.52,-20.82,,,223.84 ,222.58 ,595.890015
"May 1, 2006",1270.09,488.5,0.11,-16.2,,,225.62 ,223.18 ,581.200012
"June 1, 2006",1270.20,511.55,6.46,23.05,,,226.32 ,223.12 ,579.559998
"July 1, 2006",1276.66,527.48,27.16,15.93,,,226.21 ,223.20 ,588.73999
"August 1, 2006",1303.82,545.73,32.03,18.25,,,226.61 ,223.73 ,602.030029
"September 1, 2006",1335.85,553.33,42.09,7.6,,,225.94 ,223.75 ,620.030029
"October 1, 2006",1377.94,586.67,22.69,33.34,,,225.61 ,224.04 ,640.570007
"November 1, 2006",1400.63,612.09,17.67,25.42,,,225.29 ,224.63 ,649.640015
"December 1, 2006",1418.30,599.59,19.94,-12.5,,,224.57 ,224.85 ,660.409973
"January 1, 2007",1438.24,648.86,-31.42,49.27,,,224.33 ,225.65 ,666.780029
"February 1, 2007",1406.82,632.86,14.04,-16,,,224.95 ,225.51 ,643.73999
"March 1, 2007",1420.86,615.23,61.51,-17.63,,,226.93 ,226.81 ,649.890015
"April 1, 2007",1482.37,613.61,48.25,-1.62,,,227.99 ,226.67 ,680.650024
"May 1, 2007",1530.62,612.12,-27.27,-1.49,,,228.31 ,225.66 ,702.429993
"June 1, 2007",1503.35,554.19,-48.08,-57.93,,,228.27 ,224.81 ,692.77002
"July 1, 2007",1455.27,509.77,18.72,-44.42,,,226.95 ,223.77 ,675.75
"August 1, 2007",1473.99,541.33,52.76,31.56,,,225.79 ,222.82 ,687.469971
"September 1, 2007",1526.75,562.6,22.63,21.27,,,224.10 ,221.96 ,714.48999
"October 1, 2007",1549.38,567.24,-68.24,4.64,,,221.83 ,220.20 ,724.400024
"November 1, 2007",1481.14,514.27,-12.78,-52.97,,,219.50 ,218.81 ,692.030029
"December 1, 2007",1468.36,485.36,-89.81,-28.91,,,217.32 ,217.73 ,685.650024
"January 1, 2008",1378.55,478.96,-47.92,-6.4,,,214.28 ,215.74 ,643.059998
"February 1, 2008",1330.63,460.38,-7.93,-18.58,,,213.83 ,214.54 ,613.619995
"March 1, 2008",1322.70,486.39,62.89,26.01,,,212.53 ,212.64 ,613.710022
"April 1, 2008",1385.59,513.38,14.79,26.99,,,211.56 ,210.34 ,641
"May 1, 2008",1400.38,515.42,-120.38,2.04,,,210.63 ,208.00 ,639.150024
"June 1, 2008",1280.00,456.9,-12.62,-58.52,,,210.17 ,206.71 ,581.090027
"July 1, 2008",1267.38,471.05,15.45,14.15,,,207.99 ,204.80 ,583.909973
"August 1, 2008",1282.83,479.7,-116.47,8.65,,,205.79 ,202.97 ,590.830017
"September 1, 2008",1166.36,476.28,-197.61,-3.42,,,203.29 ,201.27 ,543.48999
"October 1, 2008",968.75,324.3,-72.51,-151.98,,,200.79 ,199.18 ,464.190002
"November 1, 2008",896.24,247.78,7.01,-76.52,,,196.61 ,195.83 ,432.890015
"December 1, 2008",903.25,285.79,-77.37,38.01,,,194.95 ,195.38 ,431.540009
"January 1, 2009",825.88,235.73,-90.79,-50.06,,,195.79 ,197.32 ,391.279999
"February 1, 2009",735.09,185.56,62.78,-50.17,,,196.76 ,197.64 ,348.209991
"March 1, 2009",797.87,191.22,74.94,5.66,,,194.94 ,195.29 ,377.350006
"April 1, 2009",872.81,249.55,46.33,58.33,,,195.24 ,194.15 ,406
"May 1, 2009",919.14,253.81,0.18,4.26,,,196.31 ,193.66 ,427.559998
"June 1, 2009",919.32,242.83,68.16,-10.98,,,197.15 ,193.58 ,429.660004
"July 1, 2009",987.48,267.59,33.14,24.76,,,196.37 ,193.03 ,460.26001
"August 1, 2009",1020.62,302.32,36.46,34.73,,,195.61 ,192.76 ,474.730011
"September 1, 2009",1057.08,320.19,-20.89,17.87,,,194.62 ,192.57 ,488.350006
"October 1, 2009",1036.19,305.19,59.44,-15,,,194.77 ,193.08 ,482.309998
"November 1, 2009",1095.63,325.14,19.47,19.95,,,194.46 ,193.51 ,510.73999
"December 1, 2009",1115.10,346.6,-41.23,21.46,,,191.04 ,191.49 ,514.090027
"January 1, 2010",1073.87,327.88,30.62,-18.72,,,190.22 ,191.88 ,495.089996
"February 1, 2010",1104.49,344.16,64.94,16.28,,,189.62 ,190.75 ,506.059998
"March 1, 2010",1169.43,377.43,17.26,33.27,,,190.33 ,190.83 ,534.909973
"April 1, 2010",1186.69,402.86,-97.28,25.43,,,192.03 ,190.97 ,540.280029
"May 1, 2010",1089.41,379.36,-58.70,-23.5,,,193.94 ,191.14 ,493.059998
"June 1, 2010",1030.71,358.71,70.89,-20.65,,,192.72 ,188.92 ,467.649994
"July 1, 2010",1101.60,392.17,-52.27,33.46,,,191.32 ,187.67 ,500.559998
"August 1, 2010",1049.33,385.36,91.87,-6.81,,,190.50 ,187.55 ,475.730011
"September 1, 2010",1141.20,400.92,42.06,15.56,,,188.03 ,185.92 ,514.659973
"October 1, 2010",1183.26,419.01,-2.71,18.09,,,187.70 ,186.02 ,533.080017
"November 1, 2010",1180.55,409.36,77.09,-9.65,,,186.39 ,185.37 ,529.72998
"December 1, 2010",1257.64,426.53,28.48,17.17,,,183.58 ,184.04 ,565.900024
"January 1, 2011",1286.12,439.59,41.10,13.06,,,181.61 ,183.37 ,579.22998
"February 1, 2011",1327.22,458.51,-1.39,18.92,,,179.96 ,181.30 ,595.960022
"March 1, 2011",1325.83,449.69,37.78,-8.82,,,179.12 ,179.65 ,592.719971
"April 1, 2011",1363.61,474.53,-18.41,24.84,,,181.08 ,180.05 ,608.330017
"May 1, 2011",1345.20,479.47,-24.56,4.94,,,182.51 ,179.67 ,597.320007
"June 1, 2011",1320.64,461.87,-28.36,-17.6,,,184.28 ,180.33 ,587.309998
"July 1, 2011",1292.28,468.17,-73.39,6.3,,,184.65 ,180.78 ,579.719971
"August 1, 2011",1218.89,440.18,-87.47,-27.99,,,183.39 ,180.33 ,548.01001
"September 1, 2011",1131.42,390.21,121.88,-49.97,,,183.47 ,181.33 ,513.369995
"October 1, 2011",1253.30,445.54,-6.34,55.33,,,181.95 ,180.32 ,563.369995
"November 1, 2011",1246.96,427.31,10.64,-18.23,,,182.10 ,181.08 ,561.960022
"December 1, 2011",1257.60,444.95,54.81,17.64,,,181.44 ,181.86 ,570.789978
"January 1, 2012",1312.41,473.08,53.27,28.13,,,179.62 ,181.50 ,593.830017
"February 1, 2012",1365.68,466.84,42.79,-6.24,,,180.27 ,181.79 ,619.450012
"March 1, 2012",1408.47,488.72,-10.56,21.88,,,183.06 ,183.56 ,640.679993
"April 1, 2012",1397.91,501.96,-87.58,13.24,,,185.72 ,184.58 ,635.450012
"May 1, 2012",1310.33,477.74,51.83,-24.22,,,188.94 ,185.86 ,597.289978
"June 1, 2012",1362.16,502.35,17.16,24.61,,,190.82 ,186.51 ,623.820007
"July 1, 2012",1379.32,511.35,27.26,9,,,191.06 ,186.79 ,635.73999
"August 1, 2012",1406.58,509.96,34.09,-1.39,,,191.16 ,187.86 ,646.409973
"September 1, 2012",1440.67,498.77,-28.51,-11.19,,,190.99 ,188.73 ,663.799988
"October 1, 2012",1412.16,493.81,4.02,-4.96,,,191.46 ,189.83 ,646.52002
"November 1, 2012",1416.18,490.81,10.01,-3,,,191.68 ,190.72 ,646.390015
"December 1, 2012",1426.19,506.6,71.92,15.79,,,191.29 ,191.76 ,646.609985
"January 1, 2013",1498.11,524.5,16.57,17.9,,,191.09 ,193.22 ,674.890015
"February 1, 2013",1514.68,530.02,54.51,5.52,,,192.82 ,194.54 ,682.530029
"March 1, 2013",1569.19,543.37,28.38,13.35,,,196.43 ,196.82 ,704.570007
"April 1, 2013",1597.57,578.8032,33.17,35.4332,,,199.17 ,197.85 ,718.97998
"May 1, 2013",1630.74,543.0372,-24.46,-35.766,,,202.64 ,199.23 ,733.630005
"June 1, 2013",1606.28,530.1206,79.45,-12.9166,,,205.29 ,200.50 ,720.619995
"July 1, 2013",1685.73,534.2805,-52.76,4.1599,,,206.67 ,201.86 ,755.22998
"August 1, 2013",1632.97,495.6078,48.58,-38.6727,,,206.46 ,202.78 ,730.919983
"September 1, 2013",1681.55,508.8164,74.99,13.2086,,,206.25 ,203.82 ,748.119995
"October 1, 2013",1756.54,530.4855,49.27,21.6691,,,206.42 ,204.73 ,783.390015
"November 1, 2013",1805.81,501.6215,42.55,-28.864,,,205.68 ,204.82 ,806.359985
"December 1, 2013",1848.36,499.8539,-65.77,-1.7676,,,205.54 ,206.01 ,823.809998
"January 1, 2014",1782.59,519.7437,76.86,19.8898,,,204.90 ,207.20 ,789.700012
"February 1, 2014",1859.45,544.2288,12.89,24.4851,,,206.25 ,208.01 ,818.23999
"March 1, 2014",1872.34,544.4619,11.61,0.2331,,,208.86 ,209.05 ,828.22998
"April 1, 2014",1883.95,561.5538,39.62,17.0919,,,210.97 ,209.41 ,836.080017
"May 1, 2014",1923.57,573.416,36.66,11.8622,,,213.79 ,210.08 ,852.690002
"June 1, 2014",1960.23,576.9492,-29.56,3.5332,,,216.06 ,210.88 ,865.469971
"July 1, 2014",1930.67,576.232,72.70,-0.7172,,,216.83 ,211.60 ,858.840027
"August 1, 2014",2003.37,591.5046,-31.08,15.2726,,,216.67 ,212.72 ,889.080017
"September 1, 2014",1972.29,553.4208,45.76,-38.0838,,,215.75 ,213.16 ,881.25
"October 1, 2014",2018.05,607.4151,49.51,53.9943,,,216.00 ,214.19 ,895.789978
"November 1, 2014",2067.56,617.6083,-8.66,10.1932,,,216.52 ,215.70 ,916.23999
"December 1, 2014",2058.90,626.0458,-63.91,8.4375,,,216.88 ,217.32 ,908.380005
"January 1, 2015",1994.99,667.1763,109.51,41.1305,,,215.31 ,217.66 ,875.799988
"February 1, 2015",2104.50,642.4844,-36.61,-24.6919,,,217.57 ,219.35 ,925.469971
"March 1, 2015",2067.89,650.3013,17.62,7.8169,,,220.20 ,220.24 ,901.98999
"April 1, 2015",2085.51,613.7739,21.88,-36.5274,,,222.94 ,221.19 ,916.289978
"May 1, 2015",2107.39,611.2535,-44.28,-2.5204,,,226.39 ,222.39 ,926.109985
"June 1, 2015",2063.11,579.9781,40.73,-31.2754,,,228.36 ,222.85 ,908.26001
"July 1, 2015",2103.84,611.8,-131.66,31.8219,,,229.48 ,223.91 ,931.130005
"August 1, 2015",1972.18,572.2578,-52.15,-39.5422,,,228.74 ,224.54 ,868.219971
"September 1, 2015",1920.03,585.6221,159.33,13.3643,,,228.94 ,226.22 ,848.26001
"October 1, 2015",2079.36,619.0776,1.05,33.4555,,,229.21 ,227.26 ,926.73999
"November 1, 2015",2080.41,613.9966,-36.47,-5.081,,,229.27 ,228.45 ,926.440002
"December 1, 2015",2043.94,621.7582,-103.70,7.7616,,,229.07 ,229.50 ,911.429993
"January 1, 2016",1940.24,600.066,-8.01,-21.6922,,,228.29 ,230.75 ,868.340027
"February 1, 2016",1932.23,595.96,127.51,-4.106,,,,,859.440002
"March 1, 2016",2059.74,653.6649,,57.7049,,,,,912.929993
,,,,,,,,,909.030029
